Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
ARC  561R ADV ARCH DESIGN         ,00900,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open,,
ARC  561R ADV ARCH DESIGN         ,00905,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00910,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open,,
ARC  561R ADV ARCH DESIGN         ,00915,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00920,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open,,
ARC  561R ADV ARCH DESIGN         ,00925,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00930,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00935,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00940,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00945,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00950,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  561R ADV ARCH DESIGN         ,00955,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open,,
ARC  695S ADV ARCH DESIGN: INT STUDIO         ,01215,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01220,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01225,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01230,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01235,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01240,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01245,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01250,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01255,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01260,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ARC  696 ADV ARCH DESIGN         ,01265,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
